,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),7. Households with an improved drinking-water source1 (%),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
1358,Firozabad,587.68,736.3,99.64,66.11,955.24,838.07,99.36,16.68,13.34,61.13,78.81,28.24,28.04,29.28,18.74,6.46,67.97,1.53,56.1,36.88,25.19,0.88,1.46,43.84,23.68,45.68,32.77,8.09,2.78,3.83,UP,Rural,Central Zone
1359,Firozabad,909.69,1209.74,177.56,67.32,960.74,849.51,96.39,33.6,36.32,64.42,79.01,32.34,22.22,29.73,24.74,7.55,67.04,3.17,58.82,36.47,21.37,2.23,2.8,43.98,21.83,47.2,34.1,9.4,3.91,5.01,UP,Total,Central Zone
1361,Mainpuri,568.84,711.02,101.66,71.78,988.98,855.16,99.44,21.16,15.16,72.07,90.08,35.45,18.6,24.44,11.39,6.71,59.79,4.87,57.32,37.23,32.22,2.97,3.64,46.14,22.31,41.33,26.67,9.34,2.48,4.38,UP,Rural,Central Zone
1362,Mainpuri,684.99,866.35,133.3,72.57,983.26,854.62,99.27,27.33,24.35,73.07,87.7,38.8,18.43,25.57,13.73,7.04,59.55,4.14,55.71,35.45,30.26,2.58,3.14,46.5,21.37,41.65,26.96,9.66,2.83,5.04,UP,Total,Central Zone
1364,Budaun,1093.11,1289.01,174.84,46.43,948.08,924.67,100.0,19.03,7.23,30.82,65.6,7.58,40.52,14.2,7.29,7.81,58.7,1.57,49.86,31.2,21.07,4.67,4.79,57.98,35.29,57.6,48.07,6.83,2.48,3.46,UP,Rural,Central Zone
1365,Budaun,1368.98,1681.92,245.03,51.35,981.44,945.64,100.0,30.62,22.26,40.77,73.81,17.01,35.66,17.16,12.61,12.3,58.92,2.75,51.48,32.52,22.15,4.13,3.97,55.1,30.9,58.34,47.83,7.0,2.78,4.72,UP,Total,Central Zone
1366,Bareilly,711.71,954.77,122.64,60.26,980.64,1109.14,97.38,68.61,78.04,60.79,81.08,35.06,5.65,42.57,55.49,15.6,62.99,5.33,55.26,19.61,11.89,3.37,3.92,41.01,20.24,73.41,50.66,14.26,4.75,9.47,UP,Urban,Central Zone
1367,Bareilly,1068.26,1384.9,175.16,51.6,978.27,1052.76,100.0,44.83,21.45,40.01,69.2,15.3,18.45,37.96,40.1,6.04,58.11,2.02,45.15,15.68,19.41,6.2,5.67,47.94,29.01,74.79,56.1,10.44,2.8,8.98,UP,Rural,Central Zone
1368,Bareilly,1779.97,2339.67,297.8,55.06,979.2,1071.42,98.95,54.34,44.07,48.49,74.09,23.37,12.88,39.76,45.53,9.41,59.73,3.12,48.66,17.01,16.67,5.3,5.07,45.62,25.4,74.32,53.89,12.0,3.59,9.18,UP,Total,Central Zone
1370,Pilibhit,646.15,789.95,113.97,54.5,926.53,910.87,100.0,31.03,17.69,48.76,73.6,20.11,16.67,39.19,38.5,16.61,62.18,5.64,70.17,22.13,22.61,4.66,4.14,52.57,31.25,78.45,58.0,12.79,2.69,10.38,UP,Rural,Central Zone
1371,Pilibhit,783.67,963.18,155.25,57.89,937.25,955.23,99.52,36.97,27.55,53.42,75.62,22.7,14.86,40.35,42.23,17.23,63.58,5.36,71.01,22.58,22.51,4.78,4.15,51.46,29.16,77.47,57.06,13.66,3.2,12.52,UP,Total,Central Zone
1373,Shahjahanpur,956.18,1076.81,158.71,57.67,936.06,943.04,100.0,23.21,11.92,47.31,66.85,17.42,33.03,25.91,18.55,10.57,49.8,1.89,68.11,29.0,17.8,8.89,7.94,50.59,32.31,77.03,61.83,8.24,2.06,2.66,UP,Rural,Central Zone
1374,Shahjahanpur,1208.92,1388.89,199.6,59.95,952.0,980.89,99.82,33.38,26.02,51.38,70.61,23.4,30.2,27.44,21.56,12.07,52.17,2.23,65.29,29.72,15.77,8.45,7.23,49.25,29.95,76.93,60.82,8.08,2.57,2.28,UP,Total,Central Zone
1376,Kheri,1458.8,1702.57,234.41,55.81,940.91,849.21,99.18,18.42,11.66,43.26,76.64,13.7,34.83,25.56,13.67,12.36,54.96,6.38,51.4,38.15,25.35,8.1,7.89,54.93,36.85,49.73,44.35,5.55,1.94,2.39,UP,Rural,Central Zone
1377,Kheri,1638.6,1929.65,266.66,55.65,934.8,840.31,99.14,22.51,16.44,44.6,78.64,15.11,33.87,24.44,13.51,14.21,52.88,6.05,53.07,39.4,25.31,7.55,7.9,53.85,35.69,49.78,43.13,5.72,1.89,2.2,UP,Total,Central Zone
1379,Sitapur,1577.5,1709.33,234.39,56.81,893.91,677.22,98.51,9.36,11.85,46.54,72.6,16.42,35.54,31.47,9.34,4.86,67.98,3.35,46.47,45.26,34.01,1.86,1.66,57.37,38.43,53.34,39.55,24.85,10.12,3.01,UP,Rural,Central Zone
1380,Sitapur,1815.22,2019.66,274.49,59.82,911.82,719.64,98.7,16.65,18.97,50.6,72.55,21.58,32.84,30.96,10.17,5.13,67.75,4.94,44.8,43.92,34.78,1.71,2.34,56.43,35.75,52.59,38.81,22.62,8.95,2.67,UP,Total,Central Zone
1382,Hardoi,1410.5,1533.0,210.59,57.83,924.7,770.29,99.71,18.49,14.11,48.91,72.22,18.79,23.22,19.97,10.34,13.62,63.38,5.19,34.72,59.89,24.82,0.0,0.0,52.93,32.63,43.39,33.64,7.84,4.97,6.28,UP,Rural,Central Zone
1383,Hardoi,1690.91,1917.73,238.77,60.8,944.87,802.59,99.61,28.25,23.15,54.16,73.29,24.46,22.3,19.71,10.27,13.1,65.4,4.64,39.14,59.93,25.76,0.0,0.9,50.5,30.58,44.55,33.82,7.03,4.64,6.35,UP,Total,Central Zone
1385,Unnao,1076.47,1300.93,163.36,62.26,1023.08,922.81,97.43,21.3,14.27,57.53,68.65,24.07,14.02,25.61,9.71,4.42,67.25,1.99,56.57,43.6,32.55,2.97,3.62,48.03,27.87,42.46,35.78,18.8,7.0,2.42,UP,Rural,Central Zone
1386,Unnao,1258.15,1548.54,224.48,64.39,1010.8,914.81,97.68,28.31,22.93,61.19,72.45,28.51,11.45,27.07,11.76,5.07,68.84,2.1,57.39,44.07,30.24,3.97,4.29,46.47,26.5,43.62,36.01,17.92,6.03,2.69,UP,Total,Central Zone
1387,Lucknow,1262.17,1500.71,212.79,83.88,928.45,827.6,98.57,85.63,95.29,85.34,90.76,66.21,6.21,40.56,56.07,22.33,90.86,1.65,56.35,36.64,19.19,0.01,1.64,32.01,11.54,67.71,57.68,10.34,3.34,3.67,UP,Urban,Central Zone
1388,Lucknow,615.83,693.23,98.28,65.45,900.74,930.0,99.47,28.38,36.89,66.43,79.36,34.86,15.94,36.1,44.9,13.76,84.45,1.14,61.31,35.69,26.38,7.48,6.24,43.75,21.63,77.25,59.75,8.45,2.7,3.43,UP,Rural,Central Zone
1389,Lucknow,1878.0,2193.95,311.06,77.7,918.78,870.31,98.86,66.86,76.14,79.37,87.16,56.3,9.63,39.13,51.55,18.86,88.08,1.43,58.82,36.24,22.33,3.73,3.9,37.48,14.74,72.01,58.35,9.74,3.14,3.6,UP,Total,Central Zone
1391,Rae Bareli,1289.06,1571.1,215.44,62.21,1054.49,939.89,98.41,14.23,18.0,60.34,87.47,28.33,13.02,20.66,23.47,20.0,82.83,0.57,65.77,41.99,36.75,4.43,4.58,36.1,26.1,60.17,45.83,3.82,1.25,2.14,UP,Rural,Central Zone
1392,Rae Bareli,1402.59,1724.27,261.58,63.65,1049.21,921.3,98.44,18.4,22.67,62.16,87.13,31.05,12.13,21.9,26.47,21.16,82.22,0.52,61.84,40.51,34.43,4.09,4.86,36.15,25.42,60.24,46.63,4.29,1.6,2.09,UP,Total,Central Zone
1394,Farrukhabad,518.22,671.96,84.26,67.85,1012.82,1134.98,99.86,21.24,10.69,63.46,90.21,25.97,25.25,20.45,12.67,5.52,50.0,1.31,37.39,25.28,21.24,6.81,5.77,51.24,24.0,36.19,26.47,6.04,2.97,5.5,UP,Rural,Central Zone
1395,Farrukhabad,675.93,859.12,119.18,70.28,980.95,1001.51,99.89,30.34,24.6,66.51,90.38,30.18,24.35,22.92,17.16,9.19,51.95,1.59,38.62,23.35,22.11,7.45,6.93,49.12,23.37,38.71,27.01,7.08,3.22,5.39,UP,Total,Central Zone
1397,Kannauj,500.68,614.64,79.21,66.59,975.62,1064.56,99.87,15.18,11.16,60.05,81.08,26.98,18.78,18.98,9.76,10.15,62.81,2.09,48.45,36.25,28.56,1.13,0.87,51.86,24.08,40.91,24.6,9.71,3.73,4.66,UP,Rural,Central Zone
1398,Kannauj,599.3,742.22,104.14,66.19,988.38,1098.64,99.65,21.96,19.16,60.45,81.69,28.42,16.72,20.19,11.43,10.47,62.4,2.44,48.67,36.79,29.32,4.94,3.72,50.38,23.37,41.47,25.9,10.3,3.58,4.85,UP,Total,Central Zone
1400,Etawah,435.52,531.51,77.45,70.05,915.99,782.54,98.91,17.48,13.47,71.65,88.05,34.19,24.34,25.48,22.34,7.7,75.32,1.03,61.07,32.51,18.39,3.42,3.02,53.88,23.4,39.08,26.58,8.67,3.58,6.52,UP,Rural,Central Zone
1401,Etawah,574.13,737.03,103.38,72.51,934.7,813.12,98.56,28.71,26.87,74.57,87.53,38.94,22.81,24.42,24.21,7.41,75.16,1.87,53.8,32.21,17.07,3.8,3.32,53.15,22.66,40.03,28.23,9.39,3.65,6.56,UP,Total,Central Zone
1403,Auraiya,452.97,489.97,66.44,69.08,945.07,844.76,98.12,29.16,19.16,69.62,84.2,36.39,20.93,27.67,12.84,2.98,68.77,4.7,38.46,44.57,31.99,2.18,3.01,44.04,24.1,81.06,66.12,7.02,2.81,3.2,UP,Rural,Central Zone
1404,Auraiya,551.57,614.2,87.91,71.8,944.15,831.94,98.26,35.57,27.29,72.66,86.07,40.65,19.0,29.72,11.65,3.07,69.23,6.23,34.01,41.59,29.59,1.75,3.13,43.6,22.8,80.14,67.42,6.36,2.42,3.1,UP,Total,Central Zone
1406,Kanpur Dehat,664.82,706.12,121.85,65.74,878.66,1048.79,98.86,25.21,12.19,66.96,89.86,35.52,19.86,24.41,6.48,6.47,72.61,2.18,62.71,53.87,36.02,5.83,5.03,46.17,27.6,65.06,63.13,23.29,4.96,2.06,UP,Rural,Central Zone
1407,Kanpur Dehat,734.05,783.54,138.12,66.55,884.88,1031.93,98.68,28.74,17.73,67.94,89.86,37.3,19.35,24.72,6.88,6.91,72.54,2.48,62.14,52.76,33.34,6.28,5.5,45.91,26.55,65.82,62.84,22.73,4.81,2.04,UP,Total,Central Zone
1408,Kanpur Nagar,1687.0,1848.93,258.26,82.15,876.02,854.11,99.21,78.72,91.91,86.22,84.9,67.57,5.29,42.77,45.65,33.96,77.73,4.31,35.88,32.95,33.37,1.25,3.29,43.49,12.54,74.27,57.32,15.04,3.17,3.97,UP,Urban,Central Zone
1409,Kanpur Nagar,690.19,732.59,110.48,69.57,920.63,1114.04,99.04,32.12,19.06,72.16,85.31,39.64,14.2,31.65,18.24,11.64,74.22,1.99,72.82,23.52,33.87,3.37,3.46,43.76,20.62,72.48,62.3,12.72,2.27,3.21,UP,Rural,Central Zone
1410,Kanpur Nagar,2377.19,2581.52,368.74,78.35,889.41,943.96,99.16,65.19,70.76,82.23,85.02,59.65,7.8,39.47,35.96,26.07,76.43,3.45,50.86,29.39,33.56,1.99,3.35,43.59,14.81,73.61,58.74,14.39,2.91,3.75,UP,Total,Central Zone
1412,Jalaun,463.69,498.27,70.43,61.29,938.09,709.07,97.72,34.44,11.19,65.16,87.31,31.77,29.02,44.7,11.68,7.75,82.86,2.12,59.6,37.39,37.58,0.0,0.0,47.51,26.49,85.34,61.39,3.12,2.37,3.31,UP,Rural,Central Zone
1413,Jalaun,659.97,715.27,99.57,66.28,928.12,653.39,98.12,48.06,33.34,70.25,87.48,41.51,22.1,41.59,17.06,10.89,83.83,2.13,54.72,36.63,38.44,0.0,0.0,45.62,22.03,84.75,61.84,4.38,2.93,3.73,UP,Total,Central Zone
1414,Jhansi,346.61,418.23,67.66,75.06,929.7,778.81,98.93,74.01,83.67,78.99,91.09,53.79,8.95,47.12,55.75,8.28,87.76,2.62,60.0,49.29,28.86,11.63,11.0,27.96,16.33,72.93,51.29,22.25,3.84,3.25,UP,Urban,Central Zone
1415,Jhansi,472.58,505.76,58.47,56.97,957.9,838.96,94.07,25.3,9.42,58.84,80.89,22.73,32.93,60.51,27.15,5.0,82.52,1.91,64.49,44.6,39.09,10.34,11.1,41.33,30.23,80.9,58.26,25.78,3.95,3.16,UP,Rural,Central Zone
1416,Jhansi,819.19,924.0,126.13,64.8,945.57,814.85,96.13,45.91,40.84,67.96,86.36,36.79,22.19,54.74,39.22,6.39,84.54,2.18,62.68,46.44,35.07,10.88,11.06,36.12,23.9,77.79,55.11,24.18,3.9,3.2,UP,Total,Central Zone
1418,Lalitpur,433.42,450.23,70.8,55.81,930.17,946.55,93.04,12.5,6.3,49.28,82.52,17.77,61.06,60.04,20.46,12.72,83.64,1.03,55.76,54.86,42.5,4.87,4.43,41.83,27.86,76.58,49.75,23.68,4.93,0.63,UP,Rural,Central Zone
1419,Lalitpur,542.79,573.07,87.19,59.22,928.02,926.47,94.12,19.92,18.18,55.11,84.07,24.0,49.29,59.18,27.02,11.83,84.52,0.88,61.05,55.63,40.18,11.78,10.75,40.72,26.86,75.76,47.61,25.83,4.44,0.86,UP,Total,Central Zone
1421,Hamirpur,377.58,376.71,50.67,57.18,934.05,901.95,99.11,37.5,6.03,59.75,85.11,24.35,19.63,39.98,21.22,17.06,84.16,3.01,50.64,62.15,38.11,3.21,2.69,40.95,32.57,58.26,54.0,7.91,2.07,2.57,UP,Rural,Central Zone
1422,Hamirpur,472.12,484.61,69.52,61.73,944.81,930.21,99.14,45.11,19.72,65.57,88.66,30.54,17.33,38.66,18.13,14.0,83.02,5.18,52.46,60.92,33.33,2.79,2.31,38.46,28.29,55.48,51.76,7.55,2.61,4.23,UP,Total,Central Zone
1424,Mahoba,258.45,283.99,30.43,57.07,963.15,936.38,93.11,27.11,5.03,56.23,76.61,22.02,27.97,48.49,23.41,7.2,88.44,2.38,69.98,43.31,43.01,4.12,3.7,47.79,37.27,77.81,63.78,28.14,4.35,2.13,UP,Rural,Central Zone
1425,Mahoba,342.37,372.53,45.09,60.65,942.75,958.84,93.38,35.54,16.74,59.83,81.4,26.3,25.91,48.04,23.55,7.94,89.59,2.28,64.47,44.77,42.1,5.29,4.68,44.64,35.0,77.6,64.77,25.74,3.74,1.95,UP,Total,Central Zone
1427,Banda,593.39,535.14,74.43,57.03,885.43,795.89,97.88,19.91,6.11,58.04,82.55,21.16,20.36,30.37,4.53,6.62,73.81,1.13,40.21,22.45,39.02,3.34,2.65,46.85,25.14,64.26,54.13,13.31,2.31,4.91,UP,Rural,Central Zone
1428,Banda,721.9,657.63,105.48,59.89,908.43,955.66,97.83,27.47,15.04,61.78,85.41,28.03,18.8,32.34,6.37,6.76,75.0,1.57,42.84,25.35,41.01,2.73,2.25,46.65,23.04,62.65,54.46,13.38,2.89,4.47,UP,Total,Central Zone
1430,Chitrakoot,344.78,399.55,45.75,56.2,1018.67,896.16,91.39,11.36,5.76,49.3,77.31,19.32,32.68,40.01,17.55,17.57,75.33,2.27,69.34,46.49,35.72,14.64,15.94,50.65,36.12,72.54,67.94,3.94,2.4,3.0,UP,Rural,Central Zone
1431,Chitrakoot,398.8,474.12,57.22,57.92,1033.95,967.97,92.21,15.82,11.59,51.64,79.27,21.98,31.13,39.94,16.25,17.27,74.06,3.97,67.73,46.37,34.55,13.17,14.51,50.9,33.09,72.45,67.68,3.95,2.38,2.78,UP,Total,Central Zone
1433,Fatehpur,961.93,1005.57,143.51,57.55,1021.73,827.0,97.36,21.74,12.23,59.76,78.17,31.4,13.71,19.1,9.79,5.0,67.1,1.24,51.93,37.46,22.76,4.35,4.92,51.71,31.44,42.0,40.17,15.46,2.91,6.18,UP,Rural,Central Zone
1434,Fatehpur,1073.19,1117.34,160.42,58.95,1007.61,799.01,97.56,26.55,17.62,61.28,80.47,32.58,14.22,17.99,9.58,6.24,69.0,1.1,48.37,36.55,25.11,3.72,4.29,52.39,31.0,43.95,40.15,15.01,2.78,6.7,UP,Total,Central Zone
1436,Pratapgarh,1091.38,1479.68,144.79,61.35,1130.41,899.14,92.2,12.2,19.15,62.58,87.36,34.16,12.05,26.98,17.66,16.73,76.67,4.82,48.44,48.73,26.53,2.37,1.93,42.13,29.44,61.22,50.94,13.71,4.29,5.91,UP,Rural,Central Zone
1437,Pratapgarh,1168.94,1579.49,159.18,62.2,1122.21,922.47,92.51,15.8,23.47,64.05,88.51,36.19,11.36,27.44,18.48,16.38,77.13,4.72,49.47,48.13,26.39,2.33,1.86,41.31,28.09,61.62,51.37,13.44,4.08,6.12,UP,Total,Central Zone
1439,Kaushambi,534.98,629.11,75.02,50.53,1033.26,986.14,96.42,16.18,15.52,43.85,80.18,20.22,17.47,25.02,11.44,9.69,73.01,2.97,37.31,41.49,27.65,0.0,0.0,49.57,34.12,66.24,57.53,13.11,2.29,4.27,UP,Rural,Central Zone
1440,Kaushambi,595.81,703.27,92.79,51.13,1023.7,1020.03,96.79,18.72,18.62,44.43,74.59,20.04,20.03,24.37,12.25,9.69,72.5,2.68,37.08,39.78,30.56,0.0,0.0,50.09,34.33,67.4,58.41,12.9,2.5,4.01,UP,Total,Central Zone
1442,Allahabad,1534.79,2092.24,235.16,59.37,1049.75,918.2,89.18,16.91,18.44,60.0,74.55,37.14,20.47,30.24,20.7,18.95,71.47,3.95,39.95,56.77,37.03,4.86,4.25,48.36,23.68,61.7,56.27,17.7,5.42,9.57,UP,Rural,Central Zone
1443,Allahabad,2210.26,2913.88,365.44,64.49,1033.76,924.75,92.15,32.74,36.82,66.28,82.35,43.24,16.23,32.74,29.68,24.59,73.78,4.02,37.85,58.03,35.04,7.44,6.34,43.83,20.63,60.65,55.46,19.45,7.14,14.22,UP,Total,Central Zone
1445,Bara Banki,1161.48,1276.37,162.01,58.49,1024.46,1038.13,99.19,12.58,19.55,52.49,62.95,22.97,25.01,20.02,19.76,8.79,61.23,2.52,41.76,43.1,32.94,4.07,3.79,54.04,30.82,42.54,37.27,20.88,4.4,6.56,UP,Rural,Central Zone
1446,Bara Banki,1339.46,1479.45,200.2,58.81,1022.23,1054.5,99.19,20.26,27.85,54.31,61.68,25.72,22.54,21.79,23.64,9.93,62.52,2.27,40.13,43.01,34.32,3.63,3.29,51.53,28.52,43.93,38.19,23.18,4.06,6.73,UP,Total,Central Zone
1448,Faizabad,760.12,1005.0,116.12,63.65,1083.39,903.27,99.41,18.32,16.91,62.81,82.0,35.42,27.31,23.89,18.83,6.41,80.69,2.06,54.9,41.52,27.1,1.03,0.91,51.64,31.06,62.82,60.65,12.3,6.16,7.45,UP,Rural,Central Zone
1449,Faizabad,885.13,1163.26,137.18,64.81,1056.84,917.94,98.69,24.22,24.53,63.46,83.35,35.97,26.94,24.9,20.05,7.73,78.56,2.73,48.45,40.44,26.85,3.17,2.83,49.9,29.93,63.47,60.67,12.46,6.41,9.15,UP,Total,Central Zone
1451,Ambedkar Nagar,703.65,1065.64,130.43,66.12,1085.63,767.0,99.89,16.28,11.33,69.03,90.14,43.02,13.64,20.0,35.56,13.43,83.42,1.99,61.78,40.85,30.43,7.49,6.93,44.73,31.04,62.15,55.06,9.63,3.28,14.76,UP,Rural,Central Zone
1452,Ambedkar Nagar,801.65,1241.68,155.98,67.23,1093.77,771.97,99.9,19.79,13.83,70.87,89.05,44.57,13.27,19.45,37.29,15.19,81.05,2.37,61.21,40.37,27.36,8.29,7.5,42.97,30.37,62.02,55.62,8.66,3.14,14.42,UP,Total,Central Zone
1454,Sultanpur,1234.37,1598.9,179.28,60.02,1095.0,817.73,95.0,12.78,11.72,59.13,80.2,31.0,22.83,22.73,22.01,9.6,72.71,2.26,51.13,46.12,33.12,2.9,3.34,46.91,31.22,66.52,57.81,14.6,5.23,4.63,UP,Rural,Central Zone
1455,Sultanpur,1316.32,1701.18,195.99,61.12,1077.87,824.74,95.31,16.73,16.79,60.44,81.89,32.79,22.79,23.96,21.82,9.81,73.1,2.15,48.94,48.35,33.89,2.75,3.17,45.93,30.35,66.93,57.19,15.09,5.34,5.22,UP,Total,Central Zone
1457,Bahraich,1211.48,1350.22,171.65,44.14,989.8,1019.49,99.17,10.1,11.43,31.52,71.81,14.38,42.09,9.13,4.02,5.33,36.75,7.44,8.98,19.41,22.69,4.18,4.11,65.41,35.83,72.62,51.42,4.42,3.51,5.57,UP,Rural,Central Zone
1458,Bahraich,1309.8,1500.43,203.61,45.78,988.15,991.99,99.11,12.85,14.86,33.82,70.62,16.18,40.86,9.09,4.34,5.63,37.31,7.24,9.39,19.27,22.8,4.37,4.65,65.11,35.11,73.54,52.7,5.1,3.69,5.6,UP,Total,Central Zone
1460,Shrawasti,399.56,458.97,46.63,41.77,1031.65,917.78,97.9,8.5,7.23,30.97,53.43,7.86,70.61,6.82,7.9,2.22,47.9,8.39,16.36,29.03,18.34,8.56,8.13,63.35,24.91,69.14,48.19,7.57,3.98,8.42,UP,Rural,Central Zone
1461,Shrawasti,414.72,483.15,49.95,42.74,1042.49,910.94,97.98,10.38,9.23,32.74,53.2,9.26,68.53,6.79,8.3,2.62,48.4,8.38,17.32,28.73,18.0,8.86,8.74,63.54,24.62,69.85,48.74,7.28,4.03,8.42,UP,Total,Central Zone
1463,Balrampur,655.3,918.12,87.69,44.92,1096.6,872.19,98.41,9.63,6.33,34.87,74.58,10.75,44.09,2.38,9.99,5.73,30.91,11.44,6.63,34.19,29.25,6.1,6.11,64.09,28.46,72.71,56.31,4.05,3.6,8.9,UP,Rural,Central Zone
1464,Balrampur,713.88,1010.42,108.98,46.16,1077.21,878.71,98.54,13.79,9.2,36.83,76.42,12.94,41.5,2.67,10.75,6.33,30.75,11.98,7.14,34.31,28.78,6.52,6.46,62.78,27.08,72.42,55.71,3.83,3.35,8.47,UP,Total,Central Zone
1466,Gonda,1045.33,1456.98,164.43,53.46,1064.97,1025.89,100.0,7.26,14.47,44.12,73.39,19.06,51.14,11.6,12.88,5.37,54.6,4.82,38.03,40.94,14.34,6.24,6.72,57.69,29.76,72.51,53.58,8.09,3.0,4.75,UP,Rural,Central Zone
1467,Gonda,1143.64,1566.86,180.19,54.94,1057.35,1051.4,100.0,11.14,19.13,46.1,72.81,20.59,48.61,11.68,13.5,5.85,55.77,4.48,36.82,40.48,13.28,5.83,6.32,56.94,28.97,72.64,54.42,7.83,2.87,4.59,UP,Total,Central Zone
1469,Siddharthnagar,744.23,1035.6,107.45,55.19,1126.1,884.31,99.88,12.13,15.37,45.68,81.32,16.25,50.95,16.74,13.99,10.91,44.23,3.35,36.51,44.94,19.12,1.41,1.95,58.65,28.31,65.6,56.33,7.79,6.23,6.21,UP,Rural,Central Zone
1470,Siddharthnagar,795.74,1108.49,119.07,56.33,1116.67,886.35,99.69,14.85,19.23,47.08,79.59,18.33,45.17,16.59,14.79,10.79,45.34,3.22,35.26,45.39,19.01,1.35,1.87,57.89,27.69,65.12,56.56,7.49,6.08,6.79,UP,Total,Central Zone
1472,Basti,811.29,1127.67,110.4,58.59,1106.99,888.5,100.0,11.91,14.48,56.61,78.69,28.23,30.35,14.28,18.4,5.09,73.21,3.9,57.95,55.54,22.77,2.32,2.79,48.78,25.43,70.83,55.48,13.16,3.39,5.33,UP,Rural,Central Zone
1473,Basti,873.59,1218.81,128.94,59.99,1086.41,877.25,99.78,16.13,19.57,58.41,81.75,30.63,28.29,15.54,19.82,6.47,73.71,4.25,57.54,56.68,23.72,2.28,2.71,48.91,24.56,71.59,55.69,13.13,3.21,5.51,UP,Total,Central Zone
1475,Sant Kabir Nagar,523.67,785.46,68.52,57.27,1146.91,875.81,100.0,11.89,15.16,54.77,79.71,27.37,33.79,16.31,29.77,5.12,68.62,5.65,42.88,45.12,27.66,7.15,7.8,49.82,26.83,69.95,50.74,11.88,3.66,13.25,UP,Rural,Central Zone
1476,Sant Kabir Nagar,574.51,856.23,80.57,58.6,1136.76,903.21,99.7,15.16,17.95,56.01,78.87,27.95,31.82,15.64,32.24,6.46,68.75,5.32,43.28,45.18,29.16,6.46,7.04,50.45,26.41,69.07,50.88,11.79,3.61,12.97,UP,Total,Central Zone
1478,Mahrajganj,913.34,1351.92,119.78,53.1,1097.38,904.51,99.88,16.96,14.81,45.93,80.21,19.09,50.42,25.73,25.38,21.53,62.88,4.29,44.32,61.77,35.4,6.99,6.62,53.82,29.37,59.7,48.63,14.04,6.07,11.21,UP,Rural,Central Zone
1479,Mahrajganj,979.15,1458.03,131.62,54.04,1092.58,880.38,99.31,19.41,18.05,47.13,81.99,20.21,48.18,27.15,25.22,21.9,61.63,4.99,41.74,60.96,35.02,6.67,6.33,53.25,28.5,58.75,48.09,15.06,6.19,12.83,UP,Total,Central Zone
1481,Gorakhpur,1221.07,1667.51,197.57,63.54,1127.93,955.52,99.73,21.66,25.27,60.86,85.43,31.22,28.32,34.76,32.55,13.73,77.33,1.23,66.38,55.34,35.08,3.64,4.29,44.63,22.75,62.25,49.5,17.16,9.35,14.12,UP,Rural,Central Zone
1482,Gorakhpur,1543.9,2127.28,255.74,68.14,1097.78,951.06,99.23,34.3,39.7,66.41,88.74,38.56,24.98,36.08,35.2,17.7,76.7,1.34,65.4,58.32,37.92,3.25,3.77,42.09,22.24,59.9,51.71,14.86,7.69,12.28,UP,Total,Central Zone
1484,Kushinagar,1164.92,1766.49,160.18,57.5,1107.83,847.91,99.28,19.02,20.72,54.91,85.31,23.83,31.64,26.95,24.63,22.21,69.68,5.37,42.71,62.25,28.11,5.56,6.38,45.69,28.5,59.37,51.61,15.09,3.68,9.62,UP,Rural,Central Zone
1485,Kushinagar,1254.04,1892.72,176.39,58.77,1094.19,875.57,97.62,22.07,23.91,56.44,86.08,25.44,31.16,27.61,25.86,24.15,70.78,5.07,43.74,62.91,27.41,7.47,8.63,44.97,27.66,58.8,50.78,16.79,3.74,10.79,UP,Total,Central Zone
1487,Deoria,929.13,1326.93,130.53,62.15,1159.75,987.34,100.0,18.44,25.43,61.74,92.93,36.47,24.32,27.42,23.53,16.54,81.59,5.29,67.11,56.71,21.44,2.13,1.87,42.12,25.08,68.34,57.2,15.91,7.06,8.03,UP,Rural,Central Zone
1488,Deoria,1090.25,1575.13,153.03,64.2,1155.9,980.84,99.51,24.78,32.88,64.38,90.8,39.78,22.36,27.51,25.6,16.45,82.04,4.63,63.78,53.18,20.07,1.81,1.61,41.2,25.68,68.26,57.06,16.91,6.99,7.38,UP,Total,Central Zone
